ID,Pipeline_Name,Start_Time,End_Time,Source_System,Destination_System,Number_of_Records,Processing Time (seconds),CPU Usage (%),Memory Usage (MB),Status,Status_Message
a8b1cd2f-6e3e-403c-b811-362eccafe23c,extract_and_save_player_stats(passing),2024-01-20 01:13:02,2024-01-20 01:13:06,nfl.com,Raw,118,4.32,17.30,80.10,Success,'Pipeline execution completed successfully category passing and year: 2023'
a1b2263b-2781-460d-9af1-6d69e8c7ffa0,extract_and_save_player_stats(rushing),2024-01-20 01:13:02,2024-01-20 01:13:10,nfl.com,Raw,466,7.55,21.30,79.80,Success,'Pipeline execution completed successfully category rushing and year: 2023'
7c4697ee-42e6-4dd8-96ac-70e7e87eecd2,extract_and_save_player_stats(passing),2024-01-20 01:13:30,2024-01-20 01:13:32,nfl.com,Raw,118,1.13,24.50,80.50,Success,'Pipeline execution completed successfully category: passing and year: 2023'
2fd5445d-daf4-498e-a4b5-3958704aa642,extract_and_save_player_stats(rushing),2024-01-20 01:13:30,2024-01-20 01:13:35,nfl.com,Raw,466,4.37,18.90,80.30,Success,'Pipeline execution completed successfully category: rushing and year: 2023'
c56045d3-2f7d-4a43-af48-5e026927037f,extract_and_save_player_stats(passing),2024-01-20 01:13:40,2024-01-20 01:13:40,nfl.com,RAW,0,0.00,25.80,79.90,Failure,'Pipeline execution completed successfully category: passing and year: 0'
b3795af6-0e33-4223-9e07-1a7791252351,extract_and_save_player_stats(rushing),2024-01-20 01:13:40,2024-01-20 01:13:40,nfl.com,RAW,0,0.00,100.00,79.90,Failure,'Pipeline execution completed successfully category: rushing and year: 0'
fa62b4a6-2234-4372-a165-6cf6f49bb42f,extract_and_save_player_stats(passing),2024-01-20 01:13:57,2024-01-20 01:13:57,nfl.com,RAW,0,0.00,20.80,79.50,Failure,'Pipeline execution completed successfully category: passing and year: 0'
71a24bf3-aca8-4c8e-9cd0-3026d3d22352,extract_and_save_player_stats(passing),2024-01-20 01:13:57,2024-01-20 01:13:58,nfl.com,Raw,118,1.12,0.00,79.50,Success,'Pipeline execution completed successfully category: passing and year: 2023'
72e2f713-a5bf-4a5e-a733-011b68aab734,extract_and_save_player_stats(rushing),2024-01-20 01:13:57,2024-01-20 01:13:58,nfl.com,RAW,118,1.12,26.10,79.50,Failure,'Pipeline execution completed successfully category: rushing and year: 0'
8ed969f0-1a7c-42ac-9765-39b8845e64f2,extract_and_save_player_stats(rushing),2024-01-20 01:13:57,2024-01-20 01:14:02,nfl.com,Raw,466,4.55,0.00,79.50,Success,'Pipeline execution completed successfully category: rushing and year: 2023'
bf6b5c8a-657b-4e84-a702-032ca48acac8,extract_and_save_player_stats(passing),2024-01-20 01:14:34,2024-01-20 01:14:34,nfl.com,RAW,0,0.00,17.60,79.10,Failure,'Pipeline execution completed successfully category: passing and year: 0'
2c1fd744-5ced-4b92-a0a4-da3c9a4fa5f5,extract_and_save_player_stats(passing),2024-01-20 01:14:34,2024-01-20 01:14:35,nfl.com,Raw,118,1.10,100.00,79.10,Success,'Pipeline execution completed successfully category: passing and year: 2023'
717704d1-1eb7-4f17-aa4c-95c3ba16d7da,extract_and_save_player_stats(rushing),2024-01-20 01:14:34,2024-01-20 01:14:35,nfl.com,RAW,0,1.10,29.80,79.30,Failure,'Pipeline execution completed successfully category: rushing and year: 0'
d37cb3e1-7304-4093-91eb-7c8133bdb199,extract_and_save_player_stats(rushing),2024-01-20 01:14:34,2024-01-20 01:14:39,nfl.com,Raw,466,5.18,0.00,79.30,Success,'Pipeline execution completed successfully category: rushing and year: 2023'
7c80ac8c-d82b-49bd-beb1-d8abe924ced5,extract_and_save_player_stats(passing),2024-01-20 01:14:57,2024-01-20 01:14:57,nfl.com,RAW,0,0.00,17.60,78.90,Failure,'Pipeline execution completed successfully category: passing and year: 0'
6aab5853-d202-4e43-85d8-2a9245b90702,extract_and_save_player_stats(passing),2024-01-20 01:14:57,2024-01-20 01:14:58,nfl.com,Raw,118,1.11,100.00,78.90,Success,'Pipeline execution completed successfully category: passing and year: 2023'
6cc309c2-7cb3-4538-b6be-6e14159fd8cf,extract_and_save_player_stats(rushing),2024-01-20 01:14:57,2024-01-20 01:14:58,nfl.com,RAW,0,1.11,30.50,79.00,Failure,'Pipeline execution completed successfully category: rushing and year: 0'
09ebdff2-3414-422b-b0e3-747e36fc5a15,extract_and_save_player_stats(rushing),2024-01-20 01:14:57,2024-01-20 01:15:01,nfl.com,Raw,466,4.42,0.00,79.00,Success,'Pipeline execution completed successfully category: rushing and year: 2023'
ce7e9878-977d-451e-818b-02afdce09fa8,extract_and_save_player_stats(passing),2024-01-20 01:15:41,2024-01-20 01:15:43,nfl.com,Raw,118,1.48,20.50,78.70,Success,'Pipeline execution completed successfully category: passing and year: 2023'
042d412e-d4f2-47f0-9f50-a864ddf09e6f,extract_and_save_player_stats(rushin),2024-01-20 01:15:41,2024-01-20 01:15:43,nfl.com,RAW,0,1.48,24.60,78.60,Failure,'Pipeline execution completed successfully category: rushin and year: 2023'
e8b33196-cf2c-474b-8c8e-f149ce21559a,extract_and_save_player_stats(passing),2024-01-20 01:18:22,2024-01-20 01:18:26,nfl.com,RAW,118,3.92,15.50,79.50,Success,'Pipeline execution completed successfully category: passing and year: 2023'
68befbd8-8c1f-48cf-befb-a48852d33b1b,extract_and_save_player_stats(rushin),2024-01-20 01:18:22,2024-01-20 01:18:26,nfl.com,RAW,0,3.92,26.20,79.80,Failure,'Pipeline execution completed successfully category: rushin and year: 2023'
b9b86a2c-45cc-47d0-8a3a-5f0a7543e55c,extract_and_save_player_stats(passing),2024-01-20 01:28:45,2024-01-20 01:28:49,nfl.com,RAW,118,4.08,16.60,80.50,Success,'Pipeline execution completed successfully category: passing and year: 2023'
94f67a66-fa60-4e54-b30c-70ee96820a64,extract_and_save_player_stats(rushing),2024-01-20 01:28:45,2024-01-20 01:29:04,nfl.com,RAW,466,18.52,21.60,80.40,Success,'Pipeline execution completed successfully category: rushing and year: 2023'
e14457a2-518b-45f4-9ebf-f4dfbc4f412b,extract_and_save_player_stats(receiving),2024-01-20 01:28:45,2024-01-20 01:29:23,nfl.com,RAW,957,37.96,21.60,80.50,Success,'Pipeline execution completed successfully category: receiving and year: 2023'
569244f2-9b2f-4dc0-b9f0-b56e9e1b8212,extract_and_save_player_stats(fumbles),2024-01-20 01:28:45,2024-01-20 01:29:23,nfl.com,RAW,0,37.97,19.50,80.90,Failure,'Pipeline execution completed successfully category: fumbles and year: 2023'
72efed3b-48d4-487b-a488-3bbc3f30241d,extract_and_save_player_stats(tackles),2024-01-20 01:28:45,2024-01-20 01:30:26,nfl.com,RAW,2400,100.99,0.00,81.00,Success,'Pipeline execution completed successfully category: tackles and year: 2023'
50a386f1-357d-4c92-85fb-8a9aae958edb,extract_and_save_player_stats(interceptions),2024-01-20 01:28:45,2024-01-20 01:30:35,nfl.com,RAW,2648,110.29,20.10,80.00,Success,'Pipeline execution completed successfully category: interceptions and year: 2023'
5944491a-f387-4442-9567-cbf7526f1c76,extract_and_save_player_stats(field-goals),2024-01-20 01:28:45,2024-01-20 01:30:35,nfl.com,RAW,0,110.29,19.20,80.00,Failure,'Pipeline execution completed successfully category: field-goals and year: 2023'
2c318f00-c941-40d7-a94f-7d886f8f32df,extract_and_save_player_stats(kickoffs),2024-01-20 01:28:45,2024-01-20 01:30:35,nfl.com,RAW,0,110.29,100.00,80.10,Failure,'Pipeline execution completed successfully category: kickoffs and year: 2023'
9299ab3d-5524-4fa0-979f-7b3df39e8a30,extract_and_save_player_stats(kickoff-returns),2024-01-20 01:28:45,2024-01-20 01:30:35,nfl.com,RAW,0,110.29,100.00,80.10,Failure,'Pipeline execution completed successfully category: kickoff-returns and year: 2023'
96a8aab6-38fd-40f3-acdb-5a27a35339c7,extract_and_save_player_stats(punts),2024-01-20 01:28:45,2024-01-20 01:30:35,nfl.com,RAW,0,110.29,0.00,80.10,Failure,'Pipeline execution completed successfully category: punts and year: 2023'
832fa61d-8ba7-4756-96a8-2b82f66199a3,extract_and_save_player_stats(punt-returns),2024-01-20 01:28:45,2024-01-20 01:30:35,nfl.com,RAW,0,110.29,0.00,80.10,Failure,'Pipeline execution completed successfully category: punt-returns and year: 2023'
bd89f81b-d391-4fdf-80fd-0ed61fc1219b,extract_and_save_player_stats(passing),2024-01-20 01:31:06,2024-01-20 01:31:07,nfl.com,RAW,118,1.13,18.50,80.30,Success,'Pipeline execution completed successfully category: passing and year: 2023'
0db723e3-7ef5-4acd-9445-e0a36dd5f3da,extract_and_save_player_stats(rushing),2024-01-20 01:31:06,2024-01-20 01:31:10,nfl.com,RAW,466,4.39,17.40,80.30,Success,'Pipeline execution completed successfully category: rushing and year: 2023'
03bfe1f6-38c0-4eee-8b4a-8017271b194d,extract_and_save_player_stats(receiving),2024-01-20 01:31:06,2024-01-20 01:31:15,nfl.com,RAW,957,8.99,22.30,80.20,Success,'Pipeline execution completed successfully category: receiving and year: 2023'
b4765436-a5b3-4161-be0b-840bce5be9c9,extract_and_save_player_stats(fumbles),2024-01-20 01:31:06,2024-01-20 01:31:15,nfl.com,RAW,0,8.99,19.60,80.20,Failure,'Pipeline execution completed successfully category: fumbles and year: 2023'
d53e1fc2-1846-4faf-8ff4-9dc9a5612f94,extract_and_save_player_stats(tackles),2024-01-20 01:31:06,2024-01-20 01:31:28,nfl.com,RAW,2400,22.15,0.00,80.20,Success,'Pipeline execution completed successfully category: tackles and year: 2023'
65437ff7-3da0-4d64-b99d-c545f48a624d,extract_and_save_player_stats(interceptions),2024-01-20 01:31:06,2024-01-20 01:31:30,nfl.com,RAW,2648,24.28,19.90,80.10,Success,'Pipeline execution completed successfully category: interceptions and year: 2023'
6c69534b-7065-47fe-8538-16e6e159aa2a,extract_and_save_player_stats(field-goals),2024-01-20 01:31:06,2024-01-20 01:31:30,nfl.com,RAW,0,24.29,20.50,80.00,Failure,'Pipeline execution completed successfully category: field-goals and year: 2023'
1c58fe96-6132-4c7d-ad43-e3ad8d6e7a94,extract_and_save_player_stats(kickoffs),2024-01-20 01:31:06,2024-01-20 01:31:30,nfl.com,RAW,0,24.29,0.00,80.00,Failure,'Pipeline execution completed successfully category: kickoffs and year: 2023'
bee1c291-b784-453f-9c99-045fcaebe7c3,extract_and_save_player_stats(kickoff-returns),2024-01-20 01:31:06,2024-01-20 01:31:30,nfl.com,RAW,0,24.29,0.00,80.00,Failure,'Pipeline execution completed successfully category: kickoff-returns and year: 2023'
b109a161-9ff5-4176-9a0e-42476673cedf,extract_and_save_player_stats(punts),2024-01-20 01:31:06,2024-01-20 01:31:30,nfl.com,RAW,0,24.29,0.00,80.00,Failure,'Pipeline execution completed successfully category: punts and year: 2023'
fed69685-09f8-456b-bf00-63fa880a04ab,extract_and_save_player_stats(punt-returns),2024-01-20 01:31:06,2024-01-20 01:31:30,nfl.com,RAW,0,24.29,0.00,80.00,Failure,'Pipeline execution completed successfully category: punt-returns and year: 2023'
cd633e29-cde4-415d-97ef-4825d9cf45b1,extract_and_save_player_stats(fumbles),2024-01-20 01:31:56,2024-01-20 01:31:56,nfl.com,RAW,0,0.00,19.60,80.20,Failure,'Pipeline execution completed successfully category: fumbles and year: 2023'
947a4358-483d-4f1f-9578-0249971e870d,extract_and_save_player_stats(fumbles),2024-01-20 01:32:05,2024-01-20 01:32:05,nfl.com,RAW,0,0.00,18.60,80.20,Failure,'Pipeline execution completed successfully category: fumbles and year: 2022'
72e651df-76bd-49b3-9ca0-c4fbab247b8a,extract_and_save_player_stats(fumble),2024-01-20 01:32:22,2024-01-20 01:32:22,nfl.com,RAW,0,0.00,30.30,81.80,Failure,'Pipeline execution completed successfully category: fumble and year: 2022'
fd64bdde-af92-46e8-a73c-b1d1d224ada6,extract_and_save_player_stats(fumbles),2024-01-20 01:32:25,2024-01-20 01:32:25,nfl.com,RAW,0,0.00,23.30,81.90,Failure,'Pipeline execution completed successfully category: fumbles and year: 2022'
7eaf1300-9e97-4274-98a9-437bfd2100cc,extract_and_save_player_stats(fumbles),2024-01-20 01:32:32,2024-01-20 01:32:32,nfl.com,RAW,0,0.00,19.60,81.50,Failure,'Pipeline execution completed successfully category: fumbles and year: 2023'
923c9b51-54f8-491c-b46e-9a77030afcea,extract_and_save_player_stats(fumbles),2024-01-20 01:38:12,2024-01-20 01:38:12,nfl.com,RAW,0,0.00,18.80,80.50,Failure,'Pipeline execution completed successfully category: fumbles and year: 2023'
9afca556-9df6-4cf2-afab-22a7def934e8,extract_and_save_player_stats(passing),2024-01-20 01:38:17,2024-01-20 01:38:21,nfl.com,RAW,118,3.81,18.90,80.40,Success,'Pipeline execution completed successfully category: passing and year: 2023'
be557a44-a714-4595-9571-24fbfae8f30d,extract_and_save_player_stats(fumbles),2024-01-20 01:38:30,2024-01-20 01:38:30,nfl.com,RAW,0,0.00,17.50,80.50,Failure,'Pipeline execution completed successfully category: fumbles and year: 2023'
e026d0b1-50ef-4618-bad5-f508fba1332a,extract_and_save_player_stats(fumbles),2024-01-20 01:41:24,2024-01-20 01:41:24,nfl.com,RAW,0,0.00,15.80,80.20,Failure,'Pipeline execution completed successfully category: fumbles and year: 2023'
835f9bcd-ab4a-4e77-ac33-96cfa4d52394,extract_and_save_player_stats(fumbles),2024-01-20 01:41:29,2024-01-20 01:41:29,nfl.com,RAW,0,0.00,19.20,79.80,Failure,'Pipeline execution completed successfully category: fumbles and year: 2023'
001069e4-5b7c-408f-9c76-eb4d33471d80,extract_and_save_player_stats(fumbles),2024-01-20 01:41:30,2024-01-20 01:41:30,nfl.com,RAW,0,0.00,15.90,79.90,Failure,'Pipeline execution completed successfully category: fumbles and year: 2023'
21d4e9d0-2e65-468c-a78d-f65c5d6b0c5f,extract_and_save_player_stats(fumbles),2024-01-20 01:41:48,2024-01-20 01:41:48,nfl.com,RAW,0,0.00,22.30,81.10,Failure,'Pipeline execution completed successfully category: fumbles and year: 2023'
08ee8a17-b6fa-4346-b4dd-973b98999527,extract_and_save_player_stats(fumbles),2024-01-20 01:42:15,2024-01-20 01:43:49,nfl.com,RAW,0,94.17,17.80,79.20,Failure,'Pipeline execution completed successfully category: fumbles and year: 2023'
0af5f385-afaa-4f73-a4b4-1b62a8d2bc9b,extract_and_save_player_stats(passing),2024-01-20 01:45:20,2024-01-20 01:45:21,nfl.com,RAW,118,1.13,18.80,79.30,Success,'Pipeline execution completed successfully category: passing and year: 2023'
1a72e2b1-2f36-4677-8b26-5761f9d4a2a4,extract_and_save_player_stats(passing),2024-01-20 01:45:30,2024-01-20 01:45:31,nfl.com,RAW,118,1.12,16.30,79.40,Success,'Pipeline execution completed successfully category: passing and year: 2023'
acf0719c-1b23-41d8-8a55-b0163f05a196,extract_and_save_player_stats(passing),2024-01-20 01:46:53,2024-01-20 01:51:23,nfl.com,RAW,118,270.14,17.30,79.10,Success,'Pipeline execution completed successfully category: passing and year: 2023'
e5f555c1-be89-49ba-96bc-85feca44b75d,extract_and_save_player_stats(fumbles),2024-01-20 01:51:48,2024-01-20 02:01:20,nfl.com,RAW,0,572.11,18.10,80.20,Failure,'Pipeline execution completed successfully category: fumbles and year: 2023'
65c4fe18-2db2-4101-85a5-845e606d9716,extract_and_save_player_stats(fumbles),2024-01-20 02:02:33,2024-01-20 02:02:33,nfl.com,RAW,0,0.00,14.90,81.60,Failure,'Pipeline execution completed successfully category: fumbles and year: 2023'
74c09939-9ddd-4956-9c39-5930807840c8,extract_and_save_player_stats(fumbles),2024-01-20 02:02:35,2024-01-20 02:02:35,nfl.com,RAW,0,0.00,13.10,81.60,Failure,'Pipeline execution completed successfully category: fumbles and year: 2023'
309430db-1646-44a6-8978-77a20fa25e05,extract_and_save_player_stats(fumbles),2024-01-20 02:02:37,2024-01-20 02:02:37,nfl.com,RAW,0,0.00,13.10,81.60,Failure,'Pipeline execution completed successfully category: fumbles and year: 2023'
88620f4d-6aa1-4e82-968e-87cd0f5fc98a,extract_and_save_player_stats(fumbles),2024-01-20 02:02:59,2024-01-20 02:03:15,nfl.com,RAW,0,16.21,18.30,82.10,Failure,'Pipeline execution completed successfully category: fumbles and year: 2023'
06a2bfb8-3279-44b9-bf2f-9e7c92c2379b,extract_and_save_player_stats(passing),2024-01-20 02:07:58,2024-01-20 02:08:03,nfl.com,RAW,118,4.82,19.30,81.50,Success,'Pipeline execution completed successfully category: passing and year: 2023'
31352a56-8fdc-49b8-820b-1639cfb742d2,extract_and_save_player_stats(fumbles),2024-01-20 02:08:09,2024-01-20 02:08:45,nfl.com,RAW,1443,36.14,16.30,81.20,Success,'Pipeline execution completed successfully category: fumbles and year: 2023'
f83a4b04-d42a-484e-b669-61ac7e1b7dc3,extract_and_save_player_stats(passing),2024-01-20 02:10:58,2024-01-20 02:11:00,nfl.com,RAW,118,1.21,22.10,81.10,Success,'Pipeline execution completed successfully category: passing and year: 2023'
8f1b05d3-8063-4e1a-a100-860384652369,extract_and_save_player_stats(rushing),2024-01-20 02:10:58,2024-01-20 02:11:14,nfl.com,RAW,466,15.39,20.00,81.20,Success,'Pipeline execution completed successfully category: rushing and year: 2023'
f1a10c4b-08b0-4560-b0e1-54065265f5e2,extract_and_save_player_stats(receiving),2024-01-20 02:10:58,2024-01-20 02:11:33,nfl.com,RAW,957,34.99,17.50,81.20,Success,'Pipeline execution completed successfully category: receiving and year: 2023'
74a50a7a-ae22-4d08-afb7-ac63c63d98d3,extract_and_save_player_stats(fumbles),2024-01-20 02:10:58,2024-01-20 02:12:03,nfl.com,RAW,2400,65.05,13.10,81.00,Success,'Pipeline execution completed successfully category: fumbles and year: 2023'
2455c62e-a97d-4dec-8ecb-1eb86f6952a6,extract_and_save_player_stats(tackles),2024-01-20 02:10:58,2024-01-20 02:13:04,nfl.com,RAW,3843,125.63,16.70,81.60,Success,'Pipeline execution completed successfully category: tackles and year: 2023'
0692b6d3-9a6a-4b48-a208-cc8bdeffa3a6,extract_and_save_player_stats(interceptions),2024-01-20 02:10:58,2024-01-20 02:13:14,nfl.com,RAW,4091,135.21,14.60,80.80,Success,'Pipeline execution completed successfully category: interceptions and year: 2023'
cd8a1e2f-12ec-41ac-88f0-7b42979ace56,extract_and_save_player_stats(field-goals),2024-01-20 02:10:58,2024-01-20 02:13:15,nfl.com,RAW,4132,136.97,14.70,80.60,Success,'Pipeline execution completed successfully category: field-goals and year: 2023'
6aa806c0-26ef-47cc-999b-f4b93015426e,extract_and_save_player_stats(kickoffs),2024-01-20 02:10:58,2024-01-20 02:13:18,nfl.com,RAW,4191,139.42,18.40,80.70,Success,'Pipeline execution completed successfully category: kickoffs and year: 2023'
795a2b44-e558-4bae-9dfb-0b2435b112e1,extract_and_save_player_stats(kickoff-returns),2024-01-20 02:10:58,2024-01-20 02:13:22,nfl.com,RAW,4298,143.72,18.10,80.50,Success,'Pipeline execution completed successfully category: kickoff-returns and year: 2023'
3a0e8993-0288-4ab9-bad7-e1519093feb4,extract_and_save_player_stats(punts),2024-01-20 02:10:58,2024-01-20 02:13:24,nfl.com,RAW,4337,145.67,16.30,80.50,Success,'Pipeline execution completed successfully category: punts and year: 2023'
1712e860-fd41-4b0e-80f9-c6e3028edba6,extract_and_save_player_stats(punt-returns),2024-01-20 02:10:58,2024-01-20 02:13:27,nfl.com,RAW,4411,148.46,19.00,80.50,Success,'Pipeline execution completed successfully category: punt-returns and year: 2023'
44ff8b6f-80d7-4206-950c-97acd6fa7edc,extract_and_save_player_stats(passing),2024-01-20 02:14:32,2024-01-20 02:14:36,nfl.com,RAW,118,3.94,18.20,80.90,Success,'Pipeline execution completed successfully category: passing and year: 2023'
fb94de27-32ba-41cf-afb7-4f9204bfc54c,extract_and_save_player_stats(passing),2024-01-20 02:14:44,2024-01-20 02:14:45,nfl.com,RAW,118,0.99,18.80,80.90,Success,'Pipeline execution completed successfully category: passing and year: 2023'
13deff1e-61ff-45ca-8fb3-edd4595cec4f,extract_and_save_player_stats(passing),2024-01-20 02:14:58,2024-01-20 02:14:59,nfl.com,RAW,118,1.12,16.60,81.10,Success,'Pipeline execution completed successfully category: passing and year: 2023'
738fee58-10a5-4f35-b250-667821fbbfdf,extract_and_save_player_stats(rushing),2024-01-20 02:14:58,2024-01-20 02:15:02,nfl.com,RAW,466,4.33,22.50,80.80,Success,'Pipeline execution completed successfully category: rushing and year: 2023'
88850006-e407-405c-832a-66933e1a067d,extract_and_save_team_player_stats(['offense']-passing)),2024-01-20 23:02:13,2024-01-20 23:02:13,nfl.com,RAW,0,0.00,19.70,78.20,Failure,'Pipeline execution completed successfully category: passing and year: 2023'
8bb4033d-4202-447e-bec2-17de637d0f7c,extract_and_save_team_player_stats(['offense']-rushing)),2024-01-20 23:02:13,2024-01-20 23:02:13,nfl.com,RAW,0,0.00,33.30,78.20,Failure,'Pipeline execution completed successfully category: rushing and year: 2023'
d38211b7-800e-4e97-84dd-d2d1cbe0ee6e,extract_and_save_team_player_stats(['offense']-passing)),2024-01-20 23:02:15,2024-01-20 23:02:15,nfl.com,RAW,0,0.00,24.20,78.50,Failure,'Pipeline execution completed successfully category: passing and year: 2023'
fe1f6bf3-fdee-4ef0-835c-c5ea28060dff,extract_and_save_team_player_stats(['offense']-rushing)),2024-01-20 23:02:15,2024-01-20 23:02:15,nfl.com,RAW,0,0.00,100.00,78.40,Failure,'Pipeline execution completed successfully category: rushing and year: 2023'
e29c5c30-1627-4235-a767-edf24aeed856,extract_and_save_team_player_stats(['offense']-passing)),2024-01-20 23:02:56,2024-01-20 23:02:56,nfl.com,RAW,0,0.00,20.80,78.80,Failure,'Pipeline execution completed successfully category: passing and year: 2023'
79ca169a-fffb-4066-868e-da59a3d91758,extract_and_save_team_player_stats(['offense']-passing)),2024-01-20 23:04:35,2024-01-20 23:04:35,nfl.com,RAW,0,0.00,21.40,77.30,Failure,'Pipeline execution completed successfully category: passing and year: 2023'
23be50b2-94ae-4ce3-b0dd-d610317eaf22,extract_and_save_team_player_stats(['offense']-['passing'])),2024-01-20 23:06:04,2024-01-20 23:06:04,nfl.com,RAW,0,0.00,22.60,76.60,Failure,'Pipeline execution completed successfully category: ['passing'] and year: 2023'
21925317-a8e5-4858-89d6-5d8a98425751,extract_and_save_team_player_stats(['offense']-['passing'])),2024-01-20 23:06:36,2024-01-20 23:06:52,nfl.com,RAW,0,15.61,24.00,78.00,Failure,'Pipeline execution completed successfully category: ['passing'] and year: 2023'
946ff087-2fb0-4290-9b56-27b6f4dc8060,extract_and_save_team_player_stats(offense-passing)),2024-01-21 12:53:45,2024-01-21 12:54:05,nfl.com,RAW,0,20.02,6.80,80.30,Failure,'Pipeline execution completed successfully category: passing and year: 2023'
ee452630-df95-4dec-aec3-f049c3d073c4,extract_and_save_player_stats(passing),2024-01-21 12:54:25,2024-01-21 12:54:30,nfl.com,RAW,118,4.48,21.80,80.70,Success,'Pipeline execution completed successfully category: passing and year: 2023'
4dba7f55-3523-4d95-92fb-501b3caf3ab9,extract_and_save_player_stats(rushing),2024-01-21 12:54:25,2024-01-21 12:54:42,nfl.com,RAW,466,17.24,18.90,80.50,Success,'Pipeline execution completed successfully category: rushing and year: 2023'
82045ba3-5b97-4847-a9f5-75a6015de16e,extract_and_save_player_stats(passing),2024-01-21 12:54:49,2024-01-21 12:54:50,nfl.com,RAW,118,1.15,21.20,80.50,Success,'Pipeline execution completed successfully category: passing and year: 2023'
8b5bcd5c-6cc4-4432-bf8b-ddceb7f82786,extract_and_save_player_stats(rushin),2024-01-21 12:54:49,2024-01-21 12:54:50,nfl.com,RAW,0,1.15,20.70,80.40,Failure,'Pipeline execution failed on category: rushin or year: 2023'
77716dd9-be5e-431c-9156-6c88cb55a7c9,extract_and_save_team_player_stats(offense:passing),2024-01-21 13:01:30,2024-01-21 13:01:31,nfl.com,RAW,32,0.42,22.60,81.10,Success,'Pipeline execution completed successfully category: passing and year: 2023'
45337566-9884-4ea6-9ad7-344c67b87b21,extract_and_save_player_stats(passing),2024-01-21 13:06:42,2024-01-21 13:06:47,nfl.com,RAW,118,4.97,25.20,80.00,Success,'Pipeline execution completed successfully category: passing and year: 2023'
45a76225-9fc4-439c-9611-05324949dc69,extract_and_save_player_stats(rushing),2024-01-21 13:06:42,2024-01-21 13:06:59,nfl.com,RAW,466,17.04,22.40,80.00,Success,'Pipeline execution completed successfully category: rushing and year: 2023'
ac1adea9-9eab-4e3b-b594-aca2f12b1d1a,extract_and_save_player_stats(passing),2024-01-21 13:07:09,2024-01-21 13:07:10,nfl.com,RAW,118,1.13,25.80,81.00,Success,'Pipeline execution completed successfully category: passing and year: 2023'
165dca4f-04be-4ece-9f93-8eea0c74b375,extract_and_save_player_stats(rushin),2024-01-21 13:07:09,2024-01-21 13:07:10,nfl.com,RAW,0,1.13,24.50,81.20,Failure,'Pipeline execution failed on category: rushin or year: 2023'
7eab9661-8922-49ef-befc-019afed7ac62,extract_and_save_player_stats(passing),2024-01-21 13:07:20,2024-01-21 13:07:21,nfl.com,RAW,118,1.11,22.00,81.10,Success,'Pipeline execution completed successfully category: passing and year: 2023'
ebaacabd-7205-4cf3-8f35-ae804315e72f,extract_and_save_team_player_stats(offense:passing),2024-01-21 13:07:36,2024-01-21 13:07:37,nfl.com,RAW,32,0.23,22.60,80.70,Success,'Pipeline execution completed successfully category: passing and year: 2023'
bf8ae55b-caad-47f0-bb7b-784170ee5c01,extract_and_save_team_player_stats(offense: passing),2024-01-21 13:07:58,2024-01-21 13:07:58,nfl.com,RAW,32,0.29,22.20,81.20,Success,'Pipeline execution completed successfully category: passing and year: 2023'
af05a577-2169-4bf3-ac09-ae8c50a62a4d,extract_and_save_team_player_stats(offense:passing),2024-01-21 13:08:12,2024-01-21 13:08:12,nfl.com,RAW,32,0.24,22.90,81.00,Success,'Pipeline execution completed successfully category: passing and year: 2023'
baed8577-bcb2-4501-a4f8-d37a2b671c3a,extract_and_save_team_player_stats(offense:passing),2024-01-21 13:09:32,2024-01-21 13:09:32,nfl.com,RAW,32,0.22,22.40,81.20,Success,'Pipeline execution completed successfully category: passing and year: 2023'
54830623-a9c7-4460-8442-131497e28520,extract_and_save_team_player_stats(offense:rushing),2024-01-21 13:09:32,2024-01-21 13:09:32,nfl.com,RAW,64,0.43,32.80,81.30,Success,'Pipeline execution completed successfully category: rushing and year: 2023'
cbdf8eb4-f455-4f0d-878d-7f67a3500107,extract_and_save_team_player_stats(offense:passing),2024-01-21 13:11:50,2024-01-21 13:11:51,nfl.com,RAW,32,1.29,18.80,81.40,Success,'Pipeline execution completed successfully category: passing and year: 2023'
db7a6830-ae0f-4be6-b6f6-bab6092117c0,extract_and_save_team_player_stats(offense:rushing),2024-01-21 13:11:50,2024-01-21 13:11:51,nfl.com,RAW,64,1.49,21.00,81.10,Success,'Pipeline execution completed successfully category: rushing and year: 2023'
7947b722-2e72-493e-8018-8ffd5bc70c33,extract_and_save_team_player_stats(offense:rushing),2024-01-21 13:13:57,2024-01-21 13:13:58,nfl.com,RAW,32,0.24,20.90,80.50,Success,'Pipeline execution completed successfully category: rushing and year: 2023'
ef1dba07-cebd-43a1-8805-abc00d8ede41,extract_and_save_team_player_stats(offense:rushing),2024-01-21 13:14:06,2024-01-21 13:14:06,nfl.com,RAW,32,0.15,29.90,81.70,Success,'Pipeline execution completed successfully category: rushing and year: 2023'
79a8d8f2-fe27-4771-88a7-d2eb5b284856,extract_and_save_team_player_stats(offense:passing),2024-01-21 13:14:06,2024-01-21 13:14:07,nfl.com,RAW,64,0.38,25.00,81.80,Success,'Pipeline execution completed successfully category: passing and year: 2023'
4a613e38-76f9-41b6-bc4c-fd2b1dc5de55,extract_and_save_team_player_stats(offense:rushing),2024-01-21 13:14:15,2024-01-21 13:14:15,nfl.com,RAW,32,0.20,22.90,81.40,Success,'Pipeline execution completed successfully category: rushing and year: 2023'
